Author; Title; Date of first Publishing; Genre; Sub-Genre; Confidence Score
Ken Follett;Die Säulen der Erde;1990;Historical Fiction;No Sub-genre;95
T.J. Klune;Die unerhörte Reise der Familie Lawson;No Value;No Value;No Value;85
Margaret Weis;Syyshamaran Lohikaarmeet;No Value;Fantasy;High Fantasy;90
William Gaddis; JR;1975; Fiction; Satire;95
Dee Brown;Bury My Heart At Wounded Knee;1970;History;Western;100
ANTONIE DE SAINT-EXUPERY;Der Kleine Prinz;1943;Fiction;Children;100
No Value extraction possible;;;;;
Frank Herbert; Der Wüstenplanet;1965; Science Fiction; Space Opera;100
No Value extraction possible;;;;;
No value extraction possible;;;;;
Nadine Gordimer;Burger's Daughter;1979;Fiction;Novel;100
John Irving;Gottes Werk und Teufels Beitrag;1985;Fiction;Literary;90
Fernand Braudel;The Structures of Everyday Life;1979;History;economic history;95
James Joyce;A Portrait of the Artist as a Young Man;1916;Fiction;Literary;95
No author;Holy Bible;No date;Religion;Scripture;100
Jean Rhys;Wide Sargasso Sea;1966;Fiction;Literary;100
His Holiness the Dalai Lama;How to Practice: The Way to a Meaningful Life;2001;Religion;Spirituality;100
Ryunosuke Akutagawa;Kappa;1927;Fiction;Fantasy;95
Françoise Sagan;Bonjour tristesse;1954;Fiction;Literary Fiction;95
E. H. Gombrich;The Story of Art;1950;Art;Art History;100
Robert Kelly;The Scorpions;No Value;No Value;No Value;100
Jon Krakauer;Into the Wild;1996;Non-fiction;Biography and Adventure;100
Jorge Luis Borges;Ficciones;1944;Fiction;Short Stories;95
Sharon Creech;Love That Dog;2001;Fiction;Children;90
Leonie Swann;Glennkill;No Value;No Value;No Value;100
No Value extraction possilbe;;;;;
Kurt Wuchterl/Adolf Hübner;Wittgenstein;No Data;No Data;No Data;90
Maxie Wander;Leben wär' eine prima Alternative;No Value;No Value;No Value;90
Karen Duve;Regenroman;;Fiction;Drama;90
Alexander Wolkow;Der Zauberer der Smaragdenstadt;;;;80
Michael Heinrich;Kritik der politischen Ökonomie;Unknown;Non-fiction;Economics;95
William Gibson;Idoru;1996;Science Fiction;Cyberpunk;90
Sean Kleefeld;Comic Book Fanthropology;No Value;Non-fiction;Sub-genre not identifiable;100
Viv Albertine;To Throw Away Unopened;No Value;No Value;No Value;80
David Peace; Nineteen Seventy Four;2000; Fiction; Crime;95
Goscinny; Asterix Tour de France; No Value extraction possible; No Value extraction possible; No Value extraction possible;95
PAUL MAAR;EINE WOCHE VOLLER SAMSTAGE;1973;Children's Literature;Fantasy;100
Gerhard Polt;Fast wia im richtigen Leben;No Value;No Value;No Value;95
Klinger/Grüner;Der junge Koch;No Value extraction possilbe;;Educational;100
No Value extraction possible;;;;;
Volker Harlan;Was ist Kunst? Werkstattgespräch mit Beuys;No Value;Non-fiction;Art;100
James Kirkwood;P.S. Your Cat is Dead;1972;Fiction;Comedy;100
Jean-Luc Bannalec; Bretonische Brandung; No Value; No Value; No Value;95
Jürgen von Manger;Bleiben Se Mensch! Träume  Reden und Gereim des Adolf Tegtmeier;No value;No value;No value;90
Tom DeMarco;Der Termin;1997;No Value;No Value;90
Johannes Gottfried Mayer / Äbtissin Hildegard / Kilian Saum OSB;Handbuch der Klosterheilkunde;No Value;No Value;No Value;95
Ernest Hemingway;The Old Man and the Sea;1952;Fiction;Literary Fiction;95
Torey L. Hayden;Sheila;1981;Non-Fiction;Memoir;100
Graham Charles;New Zealand Whitewater;No Value;No Value;No Value;95
Daniel Kehlmann;Tyll;2017;Historical Fiction;No Value;95
E. B. White;Wilbur und Charlotte;1952;Children's Literature;Animal Fiction;90
Sebastian Haffner;Von Bismarck zu Hitler;No Value;No Value;No Value;80
Raoul Schrott;ERSTE ERDE EPOS;No Value extraction possible;No Value extraction possible;No Value extraction possible;95
Uwe Dick;Sauwaldprosa;No Value;No Value;No Value;100
Gerdt von Bassewitz;Peterchens Mondfahrt;1912;Children's Literature;Fairy Tale;90
Maxon Crumb;HardCore Mother;No Value extraction possible;No Value extraction possible;No Value extraction possible;90
No Value extraction possible;;;;;
Massimo Vignelli;The Vignelli Canon;2010;Design;Graphic Design;100
Sheila Kitzinger;The Complete Book of Pregnancy and Childbirth;1980;Non-fiction;Health;95
Douglas Adams;The Hitchhiker's Guide to the Galaxy;1979;Science Fiction;Humor;100
E. Annie Proulx;Schiffsmeldungen;1993;Fiction;Contemporary;90
Jörg Fauser;Rohstoff;No Value;No Value;No Value;90
Trevor Noah;Born a Crime;2016;Non-fiction;Memoir;100
Linda Wagner-Martin;Sylvia Plath Eine Biographie;No Value;No Value;No Value;100
Doris Dörrie; Alles inklusive; No Value extraction possible; No Value extraction possible; No Value extraction possible;95
G. K. Chesterton;Das Paradies der Diebe;1911;Detective fiction;Short stories;95
Klaus Douglass;Motivieren;No Value;Non-Fiction;Personal Development;95
Stefan Zweig;Schachnovelle;1942;Novel;Psychological novel;100
dtv-Atlas Weltgeschichte;Band 1 Von den Anfängen bis zur Französischen Revolution;Unknown;History;Atlas;90
Mountain Light;Galen Rowell;No Value extraction possible;Photography;Landscape;95
Jane Smiley;Die Grönland Saga;No Value;No Value;No Value;95
Ota Pavel;Wie ich den Fischen begegnete;No Value;No Value;No Value;80
No Value extraction possible;;;;;
Peggy Rathmann;Gute Nacht  Gorilla;1994;Children's literature;Picture book;100
Aleister Crowley;Magick;1929;Occult;Magic;98
Andreas Thalmayr;Lyrik Nervt;No Value;No Value;No Value;100
Irvin D. Yalom;Der Panama-Hut oder Was einen guten Therapeuten ausmacht;No Date;Non-Fiction;Psychology;90
Colson Whitehead;Underground Railroad;2016;Fiction;Historical Fiction;95
John Irving;The Hotel New Hampshire;1981;Fiction;Modern Fiction;100
No Value extraction possilbe;;;;;
Heinrich Mann;Der Untertan;1918;Fiction;Political Fiction;100
Grimmelshausen;Der abenteuerliche Simplicissimus;1668;Fiction;Picaresque;100
Sabine Friedrich;Wer wir sind;No Value;No Value;No Value;80
Adania Shibli;Eine Nebensache;No Value;No Value;No Value;100
Ian McEwan;Kindeswohl;No Date;No Genre;No Sub-Genre;80
Sabine Bode;Kriegs Enkel;No Value;No Value;No Value;95
Dorothy C. Wilson;Um Füße bat ich und er gab mir Flügel;No Value;No Value extraction possible;No Value extraction possible;80
Henning Mankell;Der Chronist der Winde;No Value;No Value;No Value;95
Guillermo Cabrera Infante;Drei traurige Tiger;1967;Novel;Fiction;90
Nathan Lowell; Quarter Share; No Value extraction possible; Sci-Fi; Space Opera;90
Gerhard Prause;Niemand hat Kolumbus ausgelacht;No Value;History;No Value;90
Maurice Sendak;Where The Wild Things Are;1963;Children's literature/Picture book;;
Larry Niven; Ringworld; No Value; Science Fiction; Hard Science Fiction;95
Aminder Dhaliwal;Woman World;No Value;Graphic Novel;No Value;90
Tamora Pierce;Alanna: The First Adventure;1983;Fantasy;High Fantasy;95
Michail Bulgakow;Der Meister und Margarita;1967;Fiction;Magical realism;100
Ray Bradbury;Fahrenheit 451;1953;Science Fiction;Dystopian;95
P. Howard;Az elveszett cirkáló / A megkerült cirkáló;No Value;No Value;No Value;95
Moses Maimonides;The Guide of the Perplexed;1190;Philosophy;Religious Philosophy;100
Carrie Fisher;Postcards from the Edge;No Value;No Value;No Value;100
Hugh Aldersey-Williams;Das wilde Leben der Elemente;No Value;No Value;No Value;90
Armistead Maupin;Alle Stadtgeschichten;No Value;No Value extraction possible;No Value extraction possible;90
Tamora Pierce;Die Schwarze Stadt;No Value;Fantasy;Young Adult;90
Noel Streatfeild;Thursday's Child;1970s;Fiction;Children;95
Los Bros Hernandez;Music for Mechanics;1989;Graphic novel;Comic book anthology;100
Terry Pratchett;Soul Music;1994;Fantasy;Comic Fantasy;100
Jung Chang;Wilde Schwäne;1991;Biography;Historical;100
Golden Legacy;ILLUSTRATED HISTORY MAGAZINE;1969;History;Graphic History;100
Frederick Douglass Part Two;Golden Legacy Illustrated History Magazine;1970;History;No sub-genre;100
Naomi Klein;No Logo;2000;Non-Fiction;Political Science;100
J.R.R. Tolkien;The Hobbit;1937;Fantasy;High Fantasy;100
Walt Disney;" Lustige Taschenbücher: ""Der Kolumbusfalter"" und andere Abenteuer"; No Date; Comics; Children's;90
Denis Diderot;Jacques der Fatalist und sein Herr;1796;Novel;Philosophical Fiction;100
Lea Ypi;Free;2021;Non-Fiction;Memoir;100
Kurt Held;Die rote Zora und ihre Bande;1941;No Value;No Value;100
Morris Dees;Hate On Trial;No Value extraction possible;Genre not discernable;No Value extraction possible;100
Emma Goldman;Living My Life;1931;Autobiography;Political Autobiography;100
Ray Bradbury; Something Wicked This Way Comes;1962; Science Fiction; Fantasy;95
Marilyn French;The Women's Room;1977;Fiction;Women's Fiction;95
Marshall McLuhan; The Medium is the Massage;1967; Non-fiction; Media Studies;100
Bernhard Kegel;Das Ölschieferskelett;No Value;No Value;No Value;100
Carl G. Jung;Man and His Symbols;1964;Non-fiction;Psychology;100
Max Frisch;Homo faber;1957;Fiction;No Value;95
Louis Nizer;My Life in Court;1961;Non-fiction;Autobiography;95
Douglas Adams;Per Anhalter Durch Die Galaxis;1979;Science Fiction;Satire;100
Permanent Record;Edward Snowden;No Value;No Value;No Value;80
Anthony Wilden;System and Structure;No Value;Non-fiction;Communication and Exchange;100
No Value extraction possible;;;;;
Dream of the Red Chamber; No Value extraction possilbe;  No Value extraction possilbe; No Value extraction possilbe; No Value extraction possilbe;70
Philip K. Dick;A Scanner Darkly;1977;Science Fiction;Dystopian;98
Marshall McLuhan;Understanding Media;1964;Non-Fiction;Media Studies;95
Chimamanda Ngozi Adichie;We Should All Be Feminists;2014;Non-fiction;Essays;100
Nicolai Lilin;Sibirische Erziehung;No Value;No Value;No Value;90
Michelle Halbheer;Platzspitzbaby;No Value;No Value;No Value;100
Herri Grünemann;Japanischer Garten;No Value;No Value;No Value;90
Erich Kästner;Fabian Die Geschichte eines Moralisten;1931;Fiction;Drama;100
Tony Hillerman;Das Labyrinth der Geister;No Value;No Value;No Value;90
Dan Simmons;Aasgieren;No Date;Horror;No Sub-genre;90
No Value extraction possible;;;;;
Ben Aaronovitch;Die Flüsse von London;No Value;No Value;No Value;90
Jay Asher;13 Reasons Why;2007;Young Adult;Fiction;100
Flann O'Brien;The Poor Mouth;1941;Fiction;Satire;100
Marc Aurel;Selbstbetrachtungen;No Value;Philosophy;No Value;95
william gibson;pattern recognition;2003;Science Fiction;Cyberpunk;90
Joanne K. Rowling;Harry Potter und der Stein der Weisen;1997;Fantasy;Adventure;100
Wolfgang Hohlbein;Hagen von Tronje;No Value;Historical Fiction;Fantasy;95
Marshall McLuhan;Understanding Media;1964;Non-Fiction;Media Studies;100
Charles Bukowski;Der Mann mit der Ledertasche Post-Office Roman;1971;Fiction;Literary;95
No Value extraction possible;;;;;
Meg Wolitzer;Die Zehnjahres Pause;No Value;No Value;No Value;90
Katherine Dunn; Geek Love; No Value; Fiction; No Value;90
Max Frisch;Mein Name sei Gantenbein;1964;Fiction;Literary;95
Umberto Eco;Das Foucaultsche Pendel;1988;Fiction;Historical;95
Topor; Memoiren eines alten Arschlochs; No Value extraction possible; Fiction ; No Value extraction possilbe;85
Nino Haratischwili; Das achte Leben (Für Brilka); No Value extraction possible; No Value extraction possible; No Value extraction possible;90
Douglas Adams;Per Anhalter Durch Die Galaxis;1979;Science Fiction;Humor;100
Howard M. Halpern;Abschied von den Eltern;;;;100
John Irving;The World According to Garp;1978;Fiction;Realist;100
Hermann Hesse;Narziß und Goldmund;1930;Fiction;Literary Fiction;95
Primo Levi; The Periodic Table;1975; Non-fiction; Memoir;90
Unter Perlenpiraten;Fritz Poschardt;No Value;Adventure;No Value;90
Gerd Brantenberg;Die Töchter Egalias;1977;Fiction;Satire;95
Randy Pausch;Last Lecture Die Lehren Meines Lebens;2008;Non-fiction;Memoir;100
David Usadel;Die Ordnung der Schmetterlinge;No Value;No Value;No Value;95
Nagel;Was kostet die Welt;No Value;No Value;No Value;75
Agatha Christie;Miss Marple Omnibus;1930;Mystery;Cozy Mystery;95
Günter Wallraff;Ganz unten;1985;Non-fiction;Investigative journalism;100
Stanislaw Lem;Der futurologische Kongreß;1971;Science Fiction;Speculative Fiction;95
No Value extraction possible;;;;;
Imre Kertész;Roman eines Schicksallosen;No Value;No Value extraction possible;No Value extraction possilbe;100
Sempé/Goscinny;Der kleine Nick und die Schule;1960;Children's;Humor;90
Laura McVeigh; Als die Träume in den Himmel stiegen; No Value; No Value; No Value;100
Bryan Lee O'Malley;Scott Pilgrim's Precious Little Life;2004;Graphic Novel;Manga;100
No Value extraction possilbe;;;;;
Erich Maria Remarque;Im Westen nichts Neues;1928;Fiction;War;95
Mary E. White;Running Down;No Value;Non-fiction;Environmental;100
Kübra Gümüsay;Sprache und Sein;;;;
Fjodor Dostojewski;Weiße Nächte;1848;Fiction;Novella;100
James Krüss;Adler und Taube;No Value;No Value;No Value;100
Gusel Jachina;Suleika öffnet die Augen;No Value;No Value;No Value;80
No Value extraction possilbe;;;;;
Friedrich Nietzsche;Thus Spoke Zarathustra;unknown;Philosophy;Classics;95
George Orwell;Nineteen Eighty-Four;1949;Fiction;Dystopian;100
Otfried Preußler;Krabat;1971;Fantasy;Fiction;100
Marcel Proust;Auf der Suche nach der verlorenen Zeit;1913;Novel;Literary;100
Brigitte Reimann;Franziska Linkerhand;1974;Fiction;Romance;100
Ray Bradbury; Zen in the Art of Writing;1990; Non-fiction; Writing;100
Ray Bradbury;Zen in der Kunst des Schreibens;1984;Non-fiction;Writing;100
Duden;DIE DEUTSCHE RECHTSCHREIBUNG;No Value;Reference;Spell Check;95
William Burroughs;Naked Lunch;1959;Novel;Science Fiction;90
Franz Fühmann;Der Geliebte der Morgenröte;;No Value extraction possilbe;No Value extraction possilbe;100
Tom Hillenbrand; Hologrammatica; No Value extraction possilbe; Thriller;;
Astrid Lindgren;Kati in Amerika Italien Paris;No Value;No Value;No Value;100
Christine Nöstlinger; Gretchen Sackmeier; No date; No genre; No sub-genre;70
Stephen Baxter; Ark;2009; Science Fiction; Apocalyptic Fiction;100
Hermann Hesse;Der Steppenwolf;1927;Fiction;Literary;100
Wolfgang Herrndorf; Tschick;2010; Young Adult; Coming-of-Age;100
SIMENON;Maigret und Pietr der Lette;1931;Thriller;Crime;100
Astrid Lindgren;Ronja Räubertochter;1981;Children's Fiction;Adventure;100
Keith Johnstone;IMPROVISATION UND THEATER;No Value;Theater;Improvisation;95
Jeffrey Eugenides;Middlesex;2002;Fiction;Literary;100
HANS WILHELM;Jakob und die Geburtstagshose;No Value;Children's literature;Picture book;95
Traudl Junge;Bis zur letzten Stunde;2002;Non-fiction;Biography;95
J.R.R. Tolkien;Der Herr der Ringe;1954;Fantasy;High Fantasy;95
No Value extraction possible;;;;;
Neal Stephenson;Snow Crash;1992;Science Fiction;Cyberpunk;100
Carlos Ruiz Zafón;La Sombra del Viento;2001;Fiction;Mystery;100
Richard Dawkins;The Blind Watchmaker;1986;Science;Biology;95
Aldous Huxley;The Doors of Perception;1954;Non-fiction;Psychology;95
Junichiro Tanizaki; Der Schlüssel;;;;100
Joseph Heller;Catch-22;1961;Fiction;Satire;100
Samin Nosrat;Salz Fett Säure Hitze;2017;Cooking;Instructional;100
Alan F. Chalmers;Wege der Wissenschaft;2001;Philosophy;Science Theory;90
No Value extraction possible;;;;;
Carolin Emcke; VON DEN KRIEGEN Briefe an Freunde; No Value; No Value; No Value;90
Luca Di Fulvio Das Mädchen;das den Himmel berührte 2013 Historical Fiction 85;;;;
Robert M. Pirsig; Zen und die Kunst ein Motorrad zu warten;1974; Philosophy; No sub-genre;100
Gary Larson;Zuerst die Hose...;No Value;Comic;No Value;90
Philippe Djian;Betty Blue;1985;Fiction;Romance;95
Don Rosa;The Life and Times of Scrooge McDuck;1994;Graphic Novel;Fantasy;100
Michael Ende;Jim Knopf und die Wilde 13;1962;Children's literature;Fantasy;100
Mary Shelley;Frankenstein;1818;Horror;Gothic;100
Katsuhiro Otomo;AKIRA;1982;science fiction;cyberpunk;100
Max Frisch;Stücke 2;No Value;Drama;Theatre;95
Dr. Nadja Hermann;Fettlogik überwinden;No Value;No Value;No Value;90
Jack London; The Call of the Wild & White Fang;1903; Fiction; Adventure;100
Jürgen Gadow;Der Berg des Unheils;No Value;No Value;No Value;95
J.K. Rowling;Harry Potter and the Philosopher's Stone;1997;Fantasy;Young Adult;100
Siepmann/Gallagher/Hannay/Mackenzie;Writing in English: A Guide for Advanced Learners;No Value;Education;Language;90
Christa Wolf;Kein Ort. Nirgends;1979;Fiction;Historical Fiction;100
Dietmar Dath;Die Abschaffung der Arten;No Value;No Value;No Value;100
Sandman;No Value extraction possible;No Value extraction possible;No Value extraction possible;No Value extraction possible;95
Siegfried Lenz;Deutschstunde;1968;Fiction;Historical Fiction;90
LETTERS TO A YOUNG POET;Rainer Maria Rilke;1929;Fiction;Epistolary;90
All Quiet on the Western Front;Erich Maria Remarque;1929;Fiction;War;100
GAIA;James Lovelock;No Value;Science;Environmental Science;90
Jorge Bucay;Komm  ich erzähl dir eine Geschichte;;;;0
 Hatchet: The Call;Gary Paulsen; No Value; Fiction; Adventure;90
The Histories;Herodotus;450;History;Ancient History;95
Drop City;T.C. Boyle;No Value;No Value;No Value;90
Sister Outsider;Audre Lorde;1984;Essays;Speeches;100
No Value;Fantastic Four;1983;Comics;Superhero;100
Judy Abbott Mein lieber Feind;Jean Webster;1914;Young Adult;Fiction;95
Alice in Wonderland;Lewis Carroll;1865;Fantasy;Children's literature;100
IK BEKEN;A. Athémisi;No Value;No Value;No Value;80
Writing Your Journal Article in Twelve Weeks;Wendy Laura Belcher;No Value;Academic;Publishing;95
Nicht so laut vor Jericho;Ephraim Kishon;No Value;No Value extraction possible;Short Stories;100
